date,actual_pnl_eur,fhs_forecast_volatility_eur,fhs_residual_skewness,fhs_residual_excess_kurtosis,fhs_var_eur,fhs_es_eur,fhs_exception
2020-01-15,3342.930240489416,2725.417102166275,0.11172745422427603,0.04814954941005434,5820.6558414574865,5986.835123502669,False
2020-01-16,1313.970470235937,2766.357818959165,0.10530552186549375,0.024974551046303972,5908.092296654554,6032.190790730806,False
2020-01-17,-1768.2052956696668,2701.3260349359607,0.09396070580971869,0.062574765794142,5769.204869899674,5954.641305574566,False
2020-01-21,2060.217591126867,2654.604579691797,0.10578167693556695,0.08714896936266259,5669.422505527973,5897.085350938787,False
2020-01-22,931.2382096775098,2622.7428024759934,0.09816445342911957,0.07826105049643406,5601.3753053216815,5800.062689542708,False
2020-01-23,2920.0299031244217,2553.054206699465,0.1347171544968141,0.09716251893484573,5317.087215294358,5493.255412024186,False
2020-01-24,337.2174617099099,2576.5471166473767,0.13400799326085727,0.105033707045318,5366.014853658662,5543.804114573096,False
2020-01-27,1142.4332441353818,2499.4204635605424,0.13341964899882713,0.12236325172682694,5205.385631782642,5377.853013918492,False
2020-01-28,-1170.011764642459,2439.382273561115,0.137984847409956,0.13365484291973884,5080.346849279977,5248.6714567417375,False
2020-01-29,3590.703910850873,2382.3699978658797,0.14897695735343086,0.17745041066806477,4961.608112960069,5125.9988098906015,False
2020-01-30,759.1181569382211,2471.585463452817,0.13130748606128873,0.1569668179352366,5147.4126534885345,5317.959440100676,False
2020-01-31,-708.4800626696253,2403.4944210091767,0.12483381327388363,0.16499788654933356,5005.610002968875,5171.458077250204,False
2020-02-03,1739.6960466016576,2336.7274153740286,0.13327806004549714,0.1628504634215373,4866.55793048371,5027.798907677507,False
2020-02-04,-2665.699195491483,2305.270081657502,0.1242902710938269,0.16810051272378113,4801.041226283297,4960.111646000551,False
2020-02-05,-491.86382076974456,2328.4696996153575,0.12285111371183241,0.14569302947848106,4849.356993988028,5010.028278287417,False
2020-02-06,2187.3749212047105,2260.747857388016,0.12558753940224,0.151690288184958,4708.315142963426,4864.313487553977,False
2020-02-07,2456.260233479973,2256.412822270342,0.11743932633200489,0.1473908329244793,4699.284306304347,4854.9836133191975,False
2020-02-10,2469.8422433495625,2268.9001525543003,0.117612519271884,0.14956139143301517,4725.289319352976,4881.850346179663,False
2020-02-11,-2249.9297971637525,2281.455812241092,0.11559712943925608,0.1685318874645776,4751.438696356663,4908.866082612164,False
2020-02-12,78.24330112424774,2279.576574561927,0.13177784231779807,0.15993180113178562,4747.523410495988,4904.821179267579,False
2020-02-13,942.0316472040556,2210.2146642952293,0.13124815133550857,0.20641333262898964,4603.063733154997,4755.5754717061245,False
2020-02-14,1789.5739444640735,2155.270645609707,0.1393025448361268,0.23755254271292614,4488.632920022048,4637.3534457835985,False
2020-02-18,3224.805959874477,2135.0958406492914,0.1315145172063735,0.21485186900765196,4446.620376912976,4593.948626048529,False
2020-02-19,1224.4527153792874,2215.644029571097,0.1194608106920211,0.17193136657664665,4614.374691396034,4767.26094188183,False
2020-02-20,2208.0707804208123,2168.983870828768,0.12615814623203384,0.20660479943104448,4517.195488531695,4666.862161256037,False
2020-02-21,2072.512838220736,2171.3487009628548,0.11693260681614581,0.18958193591542116,4522.136691619235,4671.965954846148,False
2020-02-24,-1518.4916308209554,2165.5457503617713,0.10233331856259262,0.17798000391242885,4510.051955637474,4659.4807724111115,False
2020-02-25,-8472.07188915715,2132.266946896253,0.11069657958054561,0.16885663627026837,4440.740002171813,4587.872640130058,True
2020-02-26,-1248.3728102083755,2929.2198390627536,-0.1389720494615371,0.9446603939289391,6255.912853752674,8663.186749474904,False
2020-02-27,-7872.467673591597,2856.398910629843,-0.136549849789596,0.8982644391577836,6100.396688291036,8447.827552770521,True
2020-02-28,2296.175287304969,3374.6138421729197,-0.19525927430798898,0.8980649146481676,7384.651970676022,10836.677337053508,False
2020-03-02,10431.775324200098,3319.8015152808885,-0.20030588356056064,0.8369008342531887,7264.737987411555,10660.666882924186,False
2020-03-03,3893.097893991449,4109.639114548022,-0.14337880880714432,0.910849084361665,8993.124048821646,13197.0190399779,False
2020-03-04,8243.348206051316,4096.969417354253,-0.14712749692695468,0.9075999392972034,8965.391798759314,13156.3325726738,False
2020-03-05,1653.214722061702,4455.919261458309,-0.15372784826676142,0.9151632218998333,9750.86619567,14309.00268527267,False
2020-03-06,13059.263903073115,4339.111727887119,-0.14788076140855896,0.9375664101417711,9495.2589346619,13933.90659419984,False
2020-03-09,-8255.30553055208,5284.967332483491,-0.09666009184601249,0.923853310801241,11565.056069824142,16971.268830042827,False
2020-03-10,-5396.692109827094,5508.541660877131,-0.09632149685203602,0.8774738352771561,12054.284863610199,17689.21577323859,False
2020-03-11,-25189.745936011124,5501.8947806336855,-0.08575333341143898,0.8152383669511383,12039.781199546605,17667.877409556797,True
2020-03-12,-29015.35865677502,8156.346813273027,-0.3398081320323807,1.6198607982106799,22479.555638824928,33258.28832967273,True
2020-03-13,8652.999822537324,10632.398400616781,-0.4262683864599649,1.7240859209041233,37823.655700058815,44465.919405145476,False
2020-03-16,-10171.74503777673,10524.138266723232,-0.4377343082714572,1.717806907902629,37438.531523266225,44013.16354580121,False
2020-03-17,-4333.026902098523,10503.328092149886,-0.42376661399637905,1.690678486405453,37364.501448499366,43926.13241942936,False
