date,actual_pnl_eur,ewma_volatility_eur,ewma_var_eur,ewma_exception
2023-10-20,-48.47262629237304,5986.050351806401,13925.635509826247,False
2023-10-23,2729.818271378559,5803.703288524476,13501.432806822751,False
2023-10-24,7330.261520493193,5666.489920333502,13182.226779441695,False
2023-10-25,-11031.658212656954,5779.837850124868,13445.91349493877,False
2023-10-26,1314.2604773706048,6221.252527792516,14472.797591901326,False
2023-10-27,-716.2352431457018,6040.312977804509,14051.869254456818,False
2023-10-30,753.540933666963,5858.928024225507,13629.904753315312,False
2023-10-31,282.91516334276173,5683.439519674192,13221.657443833752,False
2023-11-01,8021.320932651954,5510.734810054435,12819.88620977299,False
2023-11-02,12278.93854087847,5692.679652695818,13243.153207644467,False
2023-11-03,5465.517505216854,6285.582346287745,14622.451128395136,False
2023-11-06,-1374.446623603487,6239.418691034943,14515.058407139824,False
2023-11-07,4317.420676286882,6058.702095101074,14094.64873838517,False
2023-11-08,3323.2604560471063,5968.568177570979,13884.965890960062,False
2023-11-09,-7984.920272338624,5843.716396987259,13594.517216628912,False
2023-11-10,3144.6496071408983,5993.79822433563,13943.659756612959,False
2023-11-13,338.79887495899544,5862.031166234746,13637.12374113135,False
2023-11-14,13206.623560058106,5684.0559384064345,13223.091448241024,False
2023-11-15,-777.9884343513793,6390.217269209422,14865.868358884405,False
