date,actual_pnl_eur,historical_var_eur,parametric_var_eur,historical_exception,parametric_exception
2017-02-23,2605.2386547610995,9212.82107821853,7551.01407062704,False,False
2017-02-24,5182.851325557592,9212.82107821853,7531.514532209659,False,False
2017-02-27,-2705.762963386704,9212.82107821853,7567.181240131094,False,False
2017-02-28,1173.662671152631,9212.82107821853,7576.552093635669,False,False
2017-03-01,-2026.8705163008106,9212.82107821853,7564.041745079649,False,False
2017-03-02,-5148.618280814588,9212.82107821853,7543.039283232991,False,False
2017-03-03,353.2473654083378,9212.82107821853,7582.904839826932,False,False
2017-03-06,-1078.5055063298855,9212.82107821853,7579.460987819664,False,False
2017-03-07,-3640.599387617216,9212.82107821853,7581.399736124196,False,False
2017-03-08,-3189.512047988802,9212.82107821853,7594.790978084426,False,False
2017-03-09,-3276.7642558982348,9212.82107821853,7608.597852372235,False,False
2017-03-10,2844.5790741797096,9212.82107821853,7619.863328407483,False,False
2017-03-13,369.0258401243925,9212.82107821853,7627.421353914165,False,False
2017-03-14,-1047.1368038551475,9212.82107821853,7625.261479788664,False,False
2017-03-15,7895.1418314411,9212.82107821853,7579.826121427565,False,False
2017-03-16,973.1180013186124,9212.82107821853,7642.654113749063,False,False
2017-03-17,2463.248807714713,9212.82107821853,7631.832729420262,False,False
2017-03-20,1093.4089319247441,9212.82107821853,7619.916672040883,False,False
2017-03-21,498.75189228388297,9212.82107821853,7620.836859058878,False,False
2017-03-22,3546.315630983188,9212.82107821853,7615.535733402439,False,False
2017-03-23,-1303.5098331285799,9212.82107821853,7630.328757842298,False,False
2017-03-24,1013.1008724935218,9212.82107821853,7632.9516682914955,False,False
2017-03-27,3171.2740048308765,9212.82107821853,7520.276078678554,False,False
2017-03-28,-586.3762819805772,9212.82107821853,7523.8573092417455,False,False
2017-03-29,1594.0014362423315,9212.82107821853,7512.56456320882,False,False
2017-03-30,-3781.8229980308643,9212.82107821853,7508.270349155464,False,False
2017-03-31,-741.7586871387383,9212.82107821853,7526.451073065372,False,False
